port_code,port_name,state,year,month,mode,count
2310.0,Roma,Texas,2023,5,Pedestrian,18051.0
2403.0,Presidio,Texas,2023,11,Truck,936.0
2604.0,Nogales,Arizona,2023,1,Bus,15278.0
2302.0,Del Rio,Texas,2023,9,Personal Vehicle,245019.0
2304.0,Laredo,Texas,2023,11,Bus,55948.0
2602.0,Lukeville,Arizona,2023,5,Pedestrian,6629.0
2506.0,Otay Mesa,California,2023,7,Personal Vehicle,884956.0
2604.0,Nogales,Arizona,2023,10,Bus,14186.0
2304.0,Laredo,Texas,2023,10,Truck,261166.0
2606.0,Sasabe,Arizona,2023,3,Personal Vehicle,4417.0
2408.0,Santa Teresa,New Mexico,2023,10,Personal Vehicle,133971.0
2401.0,Ysleta,Texas,2023,8,Truck,62030.0
2408.0,Santa Teresa,New Mexico,2023,10,Bus,863.0
2606.0,Sasabe,Arizona,2023,8,Pedestrian,27.0
2307.0,Rio Grande City,Texas,2023,10,Truck,3552.0
2505.0,Tecate,California,2023,12,Pedestrian,88107.0
2506.0,Otay Mesa,California,2023,9,Personal Vehicle,737016.0
2303.0,Eagle Pass,Texas,2023,10,Truck,18808.0
2403.0,Presidio,Texas,2023,6,Truck,826.0
2303.0,Eagle Pass,Texas,2023,5,Train,4182.0
2608.0,San Luis,Arizona,2023,10,Personal Vehicle,436848.0
2301.0,Brownsville,Texas,2023,9,Truck,24891.0
2507.0,Calexico East,California,2023,7,Train,20.0
2503.0,Calexico,California,2023,11,Pedestrian,261087.0
2402.0,El Paso,Texas,2023,8,Personal Vehicle,1225218.0
2506.0,Otay Mesa,California,2023,11,Truck,84424.0
2608.0,San Luis,Arizona,2023,10,Pedestrian,214946.0
2601.0,Douglas,Arizona,2023,10,Pedestrian,82811.0
2406.0,Columbus,New Mexico,2023,4,Personal Vehicle,62991.0
2505.0,Tecate,California,2023,3,Pedestrian,66844.0
2504.0,San Ysidro,California,2023,5,Bus,23331.0
2310.0,Roma,Texas,2023,9,Personal Vehicle,121258.0
2304.0,Laredo,Texas,2023,6,Truck,252039.0
2402.0,El Paso,Texas,2023,5,Personal Vehicle,1248945.0
2504.0,San Ysidro,California,2023,6,Bus,25367.0
2602.0,Lukeville,Arizona,2023,11,Personal Vehicle,73039.0
2401.0,Ysleta,Texas,2023,3,Truck,63768.0
2603.0,Naco,Arizona,2023,2,Pedestrian,5749.0
2305.0,Hidalgo,Texas,2023,1,Bus,15823.0
2305.0,Hidalgo,Texas,2023,5,Pedestrian,173120.0
2402.0,El Paso,Texas,2023,7,Truck,9945.0
2309.0,Progreso,Texas,2023,2,Personal Vehicle,231798.0
2404.0,Tornillo,Texas,2023,4,Pedestrian,3281.0
2301.0,Brownsville,Texas,2023,11,Truck,25332.0
2302.0,Del Rio,Texas,2023,11,Pedestrian,18240.0
2507.0,Calexico East,California,2023,3,Truck,43614.0
2403.0,Presidio,Texas,2023,3,Personal Vehicle,117046.0
2608.0,San Luis,Arizona,2023,6,Personal Vehicle,419433.0
2401.0,Ysleta,Texas,2023,12,Personal Vehicle,572703.0
2507.0,Calexico East,California,2023,5,Train,23.0
2606.0,Sasabe,Arizona,2023,2,Pedestrian,34.0
2307.0,Rio Grande City,Texas,2023,8,Truck,3563.0
2406.0,Columbus,New Mexico,2023,8,Bus,777.0
2402.0,El Paso,Texas,2023,12,Bus,21579.0
2507.0,Calexico East,California,2023,10,Personal Vehicle,441673.0
2303.0,Eagle Pass,Texas,2023,3,Personal Vehicle,504250.0
2304.0,Laredo,Texas,2023,12,Bus,64814.0
2303.0,Eagle Pass,Texas,2023,12,Truck,10504.0
2608.0,San Luis,Arizona,2023,11,Personal Vehicle,448668.0
2403.0,Presidio,Texas,2023,7,Bus,190.0
2601.0,Douglas,Arizona,2023,2,Truck,2094.0
2302.0,Del Rio,Texas,2023,8,Pedestrian,15798.0
2507.0,Calexico East,California,2023,4,Pedestrian,45560.0
2406.0,Columbus,New Mexico,2023,8,Personal Vehicle,68237.0
2403.0,Presidio,Texas,2023,4,Pedestrian,17830.0
2307.0,Rio Grande City,Texas,2023,1,Truck,3664.0
2304.0,Laredo,Texas,2023,12,Truck,223977.0
2302.0,Del Rio,Texas,2023,2,Truck,5823.0
2582.0,Cross Border Xpress,California,2023,12,Pedestrian,183272.0
2402.0,El Paso,Texas,2023,12,Truck,8624.0
2602.0,Lukeville,Arizona,2023,12,Truck,7.0
2503.0,Calexico,California,2023,1,Personal Vehicle,648912.0
2301.0,Brownsville,Texas,2023,3,Pedestrian,214888.0
2310.0,Roma,Texas,2023,12,Pedestrian,20183.0
2602.0,Lukeville,Arizona,2023,11,Pedestrian,6820.0
2503.0,Calexico,California,2023,6,Personal Vehicle,666208.0
2303.0,Eagle Pass,Texas,2023,5,Pedestrian,74564.0
2504.0,San Ysidro,California,2023,10,Pedestrian,574271.0
2608.0,San Luis,Arizona,2023,1,Bus,6.0
2507.0,Calexico East,California,2023,1,Personal Vehicle,424322.0
2307.0,Rio Grande City,Texas,2023,12,Truck,2940.0
2302.0,Del Rio,Texas,2023,1,Pedestrian,18100.0
2406.0,Columbus,New Mexico,2023,7,Personal Vehicle,74126.0
2507.0,Calexico East,California,2023,9,Truck,36980.0
2403.0,Presidio,Texas,2023,12,Bus,134.0
2507.0,Calexico East,California,2023,6,Pedestrian,47445.0
2403.0,Presidio,Texas,2023,7,Truck,790.0
2604.0,Nogales,Arizona,2023,1,Truck,36530.0
2582.0,Cross Border Xpress,California,2023,4,Pedestrian,209149.0
2406.0,Columbus,New Mexico,2023,9,Pedestrian,20717.0
2304.0,Laredo,Texas,2023,1,Personal Vehicle,831433.0
2310.0,Roma,Texas,2023,2,Personal Vehicle,111286.0
2608.0,San Luis,Arizona,2023,2,Pedestrian,197860.0
2302.0,Del Rio,Texas,2023,3,Pedestrian,16110.0
2406.0,Columbus,New Mexico,2023,8,Truck,1665.0
2603.0,Naco,Arizona,2023,9,Pedestrian,8026.0
2406.0,Columbus,New Mexico,2023,7,Truck,2134.0
2506.0,Otay Mesa,California,2023,8,Truck,94592.0
2602.0,Lukeville,Arizona,2023,6,Personal Vehicle,111215.0
2403.0,Presidio,Texas,2023,11,Pedestrian,17324.0
2506.0,Otay Mesa,California,2023,12,Train,2.0
2403.0,Presidio,Texas,2023,9,Personal Vehicle,109693.0
2507.0,Calexico East,California,2023,7,Truck,36334.0
2602.0,Lukeville,Arizona,2023,11,Truck,70.0
2601.0,Douglas,Arizona,2023,6,Personal Vehicle,238389.0
2302.0,Del Rio,Texas,2023,2,Personal Vehicle,211973.0
2307.0,Rio Grande City,Texas,2023,4,Personal Vehicle,74014.0
2502.0,Andrade,California,2023,10,Pedestrian,38359.0
2604.0,Nogales,Arizona,2023,5,Pedestrian,257376.0
2404.0,Tornillo,Texas,2023,3,Pedestrian,2251.0
2302.0,Del Rio,Texas,2023,5,Truck,6777.0
2507.0,Calexico East,California,2023,5,Personal Vehicle,415458.0
2302.0,Del Rio,Texas,2023,6,Truck,6675.0
2301.0,Brownsville,Texas,2023,2,Bus,957.0
2402.0,El Paso,Texas,2023,5,Pedestrian,348883.0
2301.0,Brownsville,Texas,2023,2,Personal Vehicle,675656.0
2506.0,Otay Mesa,California,2023,6,Train,14.0
2602.0,Lukeville,Arizona,2023,7,Truck,74.0
2505.0,Tecate,California,2023,2,Truck,4829.0
2507.0,Calexico East,California,2023,9,Bus,1020.0
2604.0,Nogales,Arizona,2023,8,Truck,21352.0
2310.0,Roma,Texas,2023,1,Personal Vehicle,123836.0
2304.0,Laredo,Texas,2023,5,Pedestrian,238375.0
2604.0,Nogales,Arizona,2023,2,Truck,34050.0
2403.0,Presidio,Texas,2023,1,Personal Vehicle,124143.0
2601.0,Douglas,Arizona,2023,5,Personal Vehicle,262035.0
2406.0,Columbus,New Mexico,2023,11,Pedestrian,18821.0
2603.0,Naco,Arizona,2023,6,Truck,241.0
2304.0,Laredo,Texas,2023,3,Pedestrian,242685.0
2507.0,Calexico East,California,2023,10,Bus,197.0
2601.0,Douglas,Arizona,2023,3,Pedestrian,62737.0
2602.0,Lukeville,Arizona,2023,5,Bus,206.0
2601.0,Douglas,Arizona,2023,5,Truck,2417.0
2305.0,Hidalgo,Texas,2023,12,Truck,53669.0
2603.0,Naco,Arizona,2023,8,Truck,281.0
2601.0,Douglas,Arizona,2023,8,Personal Vehicle,263097.0
2304.0,Laredo,Texas,2023,8,Personal Vehicle,802882.0
2503.0,Calexico,California,2023,6,Pedestrian,239133.0
2307.0,Rio Grande City,Texas,2023,3,Personal Vehicle,73532.0
2401.0,Ysleta,Texas,2023,1,Personal Vehicle,493582.0
2304.0,Laredo,Texas,2023,5,Bus,61367.0
2504.0,San Ysidro,California,2023,12,Bus,54700.0
2305.0,Hidalgo,Texas,2023,10,Truck,58693.0
2303.0,Eagle Pass,Texas,2023,5,Personal Vehicle,522728.0
2507.0,Calexico East,California,2023,2,Bus,225.0
2307.0,Rio Grande City,Texas,2023,10,Pedestrian,6470.0
2307.0,Rio Grande City,Texas,2023,5,Truck,4174.0
2304.0,Laredo,Texas,2023,9,Bus,52103.0
2304.0,Laredo,Texas,2023,11,Truck,245343.0
2602.0,Lukeville,Arizona,2023,9,Personal Vehicle,72447.0
2402.0,El Paso,Texas,2023,10,Personal Vehicle,1089877.0
2402.0,El Paso,Texas,2023,11,Bus,18584.0
2305.0,Hidalgo,Texas,2023,2,Personal Vehicle,692700.0
2608.0,San Luis,Arizona,2023,8,Personal Vehicle,439126.0
2303.0,Eagle Pass,Texas,2023,3,Truck,19567.0
2408.0,Santa Teresa,New Mexico,2023,4,Truck,13057.0
2403.0,Presidio,Texas,2023,8,Personal Vehicle,118484.0
2403.0,Presidio,Texas,2023,4,Truck,840.0
2506.0,Otay Mesa,California,2023,11,Pedestrian,249795.0
2410.0,Boquillas,Texas,2023,10,Pedestrian,1789.0
2302.0,Del Rio,Texas,2023,10,Truck,6889.0
2301.0,Brownsville,Texas,2023,12,Bus,3547.0
2408.0,Santa Teresa,New Mexico,2023,7,Pedestrian,18046.0
2406.0,Columbus,New Mexico,2023,1,Bus,743.0
2402.0,El Paso,Texas,2023,1,Bus,20497.0
2603.0,Naco,Arizona,2023,3,Truck,278.0
2307.0,Rio Grande City,Texas,2023,7,Truck,3638.0
2602.0,Lukeville,Arizona,2023,8,Pedestrian,6271.0
2502.0,Andrade,California,2013,10,Personal Vehicle,62466.0
2403.0,Presidio,Texas,2013,12,Pedestrian,9185.0
2302.0,Del Rio,Texas,2013,10,Pedestrian,8560.0
2406.0,Columbus,New Mexico,2013,8,Pedestrian,30686.0
2506.0,Otay Mesa,California,2013,6,Truck,63615.0
2601.0,Douglas,Arizona,2013,7,Personal Vehicle,231865.0
2505.0,Tecate,California,2013,8,Pedestrian,62548.0
2307.0,Rio Grande City,Texas,2013,10,Bus,0.0
2502.0,Andrade,California,2013,5,Truck,0.0
2408.0,Santa Teresa,New Mexico,2013,8,Pedestrian,12358.0
2504.0,San Ysidro,California,2013,5,Pedestrian,620144.0
2601.0,Douglas,Arizona,2013,5,Personal Vehicle,232663.0
2403.0,Presidio,Texas,2013,5,Pedestrian,4858.0
2606.0,Sasabe,Arizona,2013,8,Pedestrian,69.0
2402.0,El Paso,Texas,2013,8,Train,0.0
2604.0,Nogales,Arizona,2013,10,Bus,10869.0
2603.0,Naco,Arizona,2013,11,Truck,316.0
2301.0,Brownsville,Texas,2013,8,Personal Vehicle,731415.0
2606.0,Sasabe,Arizona,2013,5,Pedestrian,140.0
2606.0,Sasabe,Arizona,2013,12,Personal Vehicle,3037.0
2604.0,Nogales,Arizona,2013,7,Train,292.0
2606.0,Sasabe,Arizona,2013,8,Train,0.0
2304.0,Laredo,Texas,2013,12,Pedestrian,342535.0
2507.0,Calexico East,California,2013,11,Pedestrian,30207.0
2502.0,Andrade,California,2013,11,Truck,0.0
2604.0,Nogales,Arizona,2013,10,Truck,21928.0
2606.0,Sasabe,Arizona,2013,7,Personal Vehicle,1753.0
2310.0,Roma,Texas,2013,9,Pedestrian,20270.0
2601.0,Douglas,Arizona,2013,8,Train,0.0
2305.0,Hidalgo,Texas,2013,8,Truck,42193.0
2408.0,Santa Teresa,New Mexico,2013,12,Truck,6028.0
2603.0,Naco,Arizona,2013,10,Bus,52.0
2310.0,Roma,Texas,2013,10,Bus,405.0
2504.0,San Ysidro,California,2013,9,Personal Vehicle,1623048.0
2502.0,Andrade,California,2013,9,Truck,0.0
2303.0,Eagle Pass,Texas,2013,11,Truck,10155.0
2601.0,Douglas,Arizona,2013,6,Personal Vehicle,219320.0
2406.0,Columbus,New Mexico,2013,5,Truck,236.0
2507.0,Calexico East,California,2013,10,Train,23.0
2507.0,Calexico East,California,2013,8,Personal Vehicle,484639.0
2309.0,Progreso,Texas,2013,6,Truck,3330.0
2504.0,San Ysidro,California,2013,5,Personal Vehicle,1675863.0
2301.0,Brownsville,Texas,2013,6,Train,0.0
2304.0,Laredo,Texas,2013,9,Truck,150067.0
2601.0,Douglas,Arizona,2013,10,Truck,3013.0
2406.0,Columbus,New Mexico,2013,8,Train,0.0
2406.0,Columbus,New Mexico,2013,8,Truck,1341.0
2303.0,Eagle Pass,Texas,2013,10,Pedestrian,64285.0
2601.0,Douglas,Arizona,2013,12,Truck,2544.0
2507.0,Calexico East,California,2013,12,Personal Vehicle,657737.0
2406.0,Columbus,New Mexico,2013,11,Pedestrian,26457.0
2503.0,Calexico,California,2013,6,Train,0.0
2502.0,Andrade,California,2013,6,Truck,0.0
2404.0,Tornillo,Texas,2013,6,Train,0.0
2505.0,Tecate,California,2013,12,Bus,425.0
2602.0,Lukeville,Arizona,2013,9,Personal Vehicle,47302.0
2310.0,Roma,Texas,2013,7,Bus,1260.0
2406.0,Columbus,New Mexico,2013,5,Train,0.0
2503.0,Calexico,California,2013,11,Bus,0.0
2603.0,Naco,Arizona,2013,12,Bus,39.0
2404.0,Tornillo,Texas,2013,12,Personal Vehicle,55445.0
2309.0,Progreso,Texas,2013,7,Personal Vehicle,206306.0
2503.0,Calexico,California,2013,8,Personal Vehicle,602834.0
2601.0,Douglas,Arizona,2013,10,Bus,748.0
2503.0,Calexico,California,2013,5,Pedestrian,416722.0
2310.0,Roma,Texas,2013,8,Personal Vehicle,106337.0
2606.0,Sasabe,Arizona,2013,9,Bus,0.0
2503.0,Calexico,California,2013,12,Train,0.0
2505.0,Tecate,California,2013,6,Pedestrian,64453.0
2408.0,Santa Teresa,New Mexico,2013,12,Pedestrian,21118.0
2502.0,Andrade,California,2013,6,Personal Vehicle,64802.0
2502.0,Andrade,California,2013,8,Train,0.0
2606.0,Sasabe,Arizona,2013,10,Personal Vehicle,2306.0
2604.0,Nogales,Arizona,2013,9,Pedestrian,203344.0
2305.0,Hidalgo,Texas,2013,12,Pedestrian,184519.0
2307.0,Rio Grande City,Texas,2013,9,Personal Vehicle,57862.0
2608.0,San Luis,Arizona,2013,11,Pedestrian,233046.0
2604.0,Nogales,Arizona,2013,7,Pedestrian,242825.0
2402.0,El Paso,Texas,2013,5,Personal Vehicle,1448458.0
2603.0,Naco,Arizona,2013,6,Train,0.0
2502.0,Andrade,California,2013,9,Personal Vehicle,62171.0
2608.0,San Luis,Arizona,2013,5,Train,0.0
2504.0,San Ysidro,California,2013,12,Train,0.0
2303.0,Eagle Pass,Texas,2013,11,Train,0.0
2304.0,Laredo,Texas,2013,8,Train,0.0
2307.0,Rio Grande City,Texas,2013,5,Personal Vehicle,60540.0
2507.0,Calexico East,California,2013,6,Pedestrian,15645.0
2304.0,Laredo,Texas,2013,6,Train,0.0
2307.0,Rio Grande City,Texas,2013,5,Train,0.0
2307.0,Rio Grande City,Texas,2013,11,Bus,0.0
2301.0,Brownsville,Texas,2013,9,Train,0.0
2310.0,Roma,Texas,2013,10,Personal Vehicle,107985.0
2301.0,Brownsville,Texas,2013,9,Pedestrian,160500.0
2601.0,Douglas,Arizona,2013,8,Bus,1144.0
2402.0,El Paso,Texas,2013,8,Truck,64513.0
2604.0,Nogales,Arizona,2013,6,Train,292.0
2406.0,Columbus,New Mexico,2013,10,Pedestrian,31867.0
2608.0,San Luis,Arizona,2013,11,Train,0.0
2604.0,Nogales,Arizona,2013,11,Pedestrian,248338.0
2402.0,El Paso,Texas,2013,11,Personal Vehicle,1510375.0
2503.0,Calexico,California,2013,11,Pedestrian,408164.0
2309.0,Progreso,Texas,2013,9,Bus,0.0
2406.0,Columbus,New Mexico,2013,11,Personal Vehicle,44244.0
2302.0,Del Rio,Texas,2013,11,Train,0.0
2403.0,Presidio,Texas,2013,7,Bus,1294.0
2504.0,San Ysidro,California,2013,10,Bus,21925.0
2504.0,San Ysidro,California,2013,5,Train,0.0
2403.0,Presidio,Texas,2013,8,Train,0.0
2505.0,Tecate,California,2013,9,Truck,3890.0
2604.0,Nogales,Arizona,2013,6,Truck,25251.0
2303.0,Eagle Pass,Texas,2013,10,Train,0.0
2602.0,Lukeville,Arizona,2013,5,Bus,226.0
2503.0,Calexico,California,2013,10,Pedestrian,405023.0
2606.0,Sasabe,Arizona,2013,5,Truck,0.0
2310.0,Roma,Texas,2013,8,Train,0.0
2606.0,Sasabe,Arizona,2013,8,Personal Vehicle,2051.0
2301.0,Brownsville,Texas,2013,8,Truck,17789.0
2507.0,Calexico East,California,2013,11,Truck,26258.0
2603.0,Naco,Arizona,2013,5,Train,0.0
2304.0,Laredo,Texas,2013,6,Bus,79840.0
2309.0,Progreso,Texas,2013,11,Truck,2471.0
2506.0,Otay Mesa,California,2013,11,Personal Vehicle,922796.0
2404.0,Tornillo,Texas,2013,9,Truck,0.0
2608.0,San Luis,Arizona,2013,7,Bus,0.0
2302.0,Del Rio,Texas,2013,7,Train,0.0
2502.0,Andrade,California,2013,12,Truck,0.0
2506.0,Otay Mesa,California,2013,10,Truck,71886.0
2606.0,Sasabe,Arizona,2013,11,Personal Vehicle,2408.0
2304.0,Laredo,Texas,2013,5,Personal Vehicle,756578.0
2403.0,Presidio,Texas,2013,8,Bus,784.0
2606.0,Sasabe,Arizona,2013,5,Personal Vehicle,2187.0
2406.0,Columbus,New Mexico,2013,9,Personal Vehicle,43603.0
2606.0,Sasabe,Arizona,2013,10,Truck,0.0
2403.0,Presidio,Texas,2013,9,Train,0.0
2303.0,Eagle Pass,Texas,2013,9,Truck,9773.0
2505.0,Tecate,California,2013,7,Train,0.0
2601.0,Douglas,Arizona,2013,5,Pedestrian,133307.0
2602.0,Lukeville,Arizona,2013,5,Pedestrian,1568.0
2503.0,Calexico,California,2013,7,Personal Vehicle,610787.0
2307.0,Rio Grande City,Texas,2013,7,Personal Vehicle,59969.0
2406.0,Columbus,New Mexico,2013,5,Pedestrian,24746.0
2404.0,Tornillo,Texas,2013,11,Bus,0.0
2403.0,Presidio,Texas,2013,10,Bus,710.0
2507.0,Calexico East,California,2013,9,Personal Vehicle,454401.0
2507.0,Calexico East,California,2013,8,Pedestrian,19371.0
2403.0,Presidio,Texas,2013,12,Train,0.0
2601.0,Douglas,Arizona,2013,6,Train,0.0
2404.0,Tornillo,Texas,2013,12,Truck,0.0
2304.0,Laredo,Texas,2013,9,Personal Vehicle,745774.0
2603.0,Naco,Arizona,2013,8,Bus,84.0
2310.0,Roma,Texas,2013,6,Pedestrian,18915.0
2304.0,Laredo,Texas,2013,10,Truck,169751.0
2505.0,Tecate,California,2013,8,Truck,4293.0
2502.0,Andrade,California,2013,6,Pedestrian,30815.0
2301.0,Brownsville,Texas,2013,10,Personal Vehicle,704968.0
2406.0,Columbus,New Mexico,2013,8,Personal Vehicle,48822.0
2602.0,Lukeville,Arizona,2013,5,Personal Vehicle,63128.0
2504.0,San Ysidro,California,2013,11,Bus,29246.0
2502.0,Andrade,California,2013,7,Pedestrian,26080.0
2507.0,Calexico East,California,2013,12,Train,19.0
2402.0,El Paso,Texas,2013,12,Truck,53976.0
2602.0,Lukeville,Arizona,2013,7,Pedestrian,4877.0
2301.0,Brownsville,Texas,2013,8,Pedestrian,182939.0
2505.0,Tecate,California,2013,11,Truck,3908.0
2408.0,Santa Teresa,New Mexico,2013,7,Pedestrian,21473.0
2404.0,Tornillo,Texas,2013,11,Truck,0.0
2402.0,El Paso,Texas,2013,7,Train,0.0
2603.0,Naco,Arizona,2013,11,Personal Vehicle,44955.0
2601.0,Douglas,Arizona,2013,10,Personal Vehicle,226923.0
2307.0,Rio Grande City,Texas,2013,6,Truck,2138.0
2506.0,Otay Mesa,California,2013,9,Pedestrian,253759.0
2502.0,Andrade,California,2013,6,Train,0.0
2402.0,El Paso,Texas,2013,5,Truck,64451.0
2403.0,Presidio,Texas,2013,8,Personal Vehicle,105765.0
2402.0,El Paso,Texas,2013,7,Truck,63459.0
2604.0,Nogales,Arizona,2013,8,Train,296.0
2301.0,Brownsville,Texas,2013,6,Pedestrian,170185.0
2601.0,Douglas,Arizona,2013,9,Truck,2568.0
2504.0,San Ysidro,California,2013,5,Bus,51050.0
2303.0,Eagle Pass,Texas,2013,5,Pedestrian,69055.0
2504.0,San Ysidro,California,2013,5,Truck,0.0
2507.0,Calexico East,California,2013,10,Personal Vehicle,485478.0
2305.0,Hidalgo,Texas,2013,10,Train,0.0
2408.0,Santa Teresa,New Mexico,2013,10,Bus,235.0
2406.0,Columbus,New Mexico,2013,12,Bus,1381.0
2303.0,Eagle Pass,Texas,2013,7,Pedestrian,72503.0
2507.0,Calexico East,California,2013,7,Truck,28371.0
2502.0,Andrade,California,2013,8,Personal Vehicle,64195.0
2310.0,Roma,Texas,2013,7,Truck,616.0
2304.0,Laredo,Texas,2013,7,Train,0.0
2507.0,Calexico East,California,2013,6,Personal Vehicle,488218.0
2307.0,Rio Grande City,Texas,2013,12,Truck,2222.0
2502.0,Andrade,California,2013,10,Truck,0.0
2604.0,Nogales,Arizona,2013,9,Train,272.0
2601.0,Douglas,Arizona,2013,8,Pedestrian,182475.0
2408.0,Santa Teresa,New Mexico,2013,6,Train,0.0
2403.0,Presidio,Texas,2013,6,Bus,922.0
2404.0,Tornillo,Texas,2013,9,Train,0.0
2302.0,Del Rio,Texas,2013,7,Personal Vehicle,227637.0
2504.0,San Ysidro,California,2013,12,Bus,38000.0
2402.0,El Paso,Texas,2013,7,Bus,39147.0
2309.0,Progreso,Texas,2013,12,Truck,2335.0
2604.0,Nogales,Arizona,2013,10,Personal Vehicle,554278.0
2302.0,Del Rio,Texas,2013,9,Personal Vehicle,213925.0
2604.0,Nogales,Arizona,2013,11,Truck,24978.0
2608.0,San Luis,Arizona,2013,12,Truck,2703.0
2602.0,Lukeville,Arizona,2013,6,Train,0.0
2603.0,Naco,Arizona,2013,8,Personal Vehicle,44677.0
2604.0,Nogales,Arizona,2013,6,Personal Vehicle,529054.0
2404.0,Tornillo,Texas,2013,8,Train,0.0
2504.0,San Ysidro,California,2013,6,Personal Vehicle,1639260.0
2506.0,Otay Mesa,California,2013,11,Train,30.0
2506.0,Otay Mesa,California,2013,8,Train,42.0
2303.0,Eagle Pass,Texas,2013,12,Train,0.0
2408.0,Santa Teresa,New Mexico,2013,11,Truck,6432.0
2301.0,Brownsville,Texas,2013,9,Bus,3412.0
2406.0,Columbus,New Mexico,2013,6,Bus,1464.0
2403.0,Presidio,Texas,2013,10,Pedestrian,4552.0
2505.0,Tecate,California,2013,6,Train,0.0
2403.0,Presidio,Texas,2013,12,Bus,1042.0
2608.0,San Luis,Arizona,2013,11,Personal Vehicle,436360.0
2303.0,Eagle Pass,Texas,2013,6,Truck,9463.0
2503.0,Calexico,California,2013,5,Truck,0.0
2305.0,Hidalgo,Texas,2013,5,Bus,25157.0
2309.0,Progreso,Texas,2013,7,Bus,0.0
2505.0,Tecate,California,2013,7,Truck,4283.0
2301.0,Brownsville,Texas,2013,11,Bus,3824.0
2406.0,Columbus,New Mexico,2013,7,Train,0.0
2603.0,Naco,Arizona,2013,9,Bus,31.0
2305.0,Hidalgo,Texas,2013,11,Bus,27823.0
2404.0,Tornillo,Texas,2013,7,Train,0.0
2505.0,Tecate,California,2013,12,Train,0.0
2403.0,Presidio,Texas,2013,7,Truck,746.0
2302.0,Del Rio,Texas,2013,5,Truck,5841.0
2506.0,Otay Mesa,California,2013,12,Train,40.0
2406.0,Columbus,New Mexico,2013,12,Truck,1774.0
2505.0,Tecate,California,2013,12,Pedestrian,69994.0
2309.0,Progreso,Texas,2013,10,Bus,0.0
2406.0,Columbus,New Mexico,2013,11,Truck,1989.0
2307.0,Rio Grande City,Texas,2013,11,Pedestrian,5208.0
2303.0,Eagle Pass,Texas,2013,12,Personal Vehicle,450898.0
2310.0,Roma,Texas,2013,6,Personal Vehicle,101485.0
2504.0,San Ysidro,California,2013,7,Train,0.0
2307.0,Rio Grande City,Texas,2013,9,Train,0.0
2303.0,Eagle Pass,Texas,2013,8,Personal Vehicle,427218.0
2602.0,Lukeville,Arizona,2013,10,Pedestrian,3031.0
2606.0,Sasabe,Arizona,2013,12,Pedestrian,60.0
2309.0,Progreso,Texas,2013,11,Bus,0.0
2504.0,San Ysidro,California,2013,11,Truck,0.0
2305.0,Hidalgo,Texas,2013,10,Bus,24578.0
2402.0,El Paso,Texas,2013,11,Truck,60633.0
2602.0,Lukeville,Arizona,2013,9,Pedestrian,3119.0
2402.0,El Paso,Texas,2013,6,Truck,60798.0
2402.0,El Paso,Texas,2013,11,Train,0.0
2403.0,Presidio,Texas,2013,5,Train,0.0
2304.0,Laredo,Texas,2013,8,Truck,158729.0
2506.0,Otay Mesa,California,2013,6,Train,40.0
2601.0,Douglas,Arizona,2013,7,Truck,2743.0
2502.0,Andrade,California,2013,9,Pedestrian,35752.0
2310.0,Roma,Texas,2013,11,Truck,675.0
2404.0,Tornillo,Texas,2013,10,Bus,0.0
2504.0,San Ysidro,California,2013,8,Pedestrian,657034.0
2310.0,Roma,Texas,2013,11,Pedestrian,21783.0
2304.0,Laredo,Texas,2013,11,Personal Vehicle,811929.0
2310.0,Roma,Texas,2013,10,Truck,801.0
2307.0,Rio Grande City,Texas,2013,8,Truck,2192.0
2503.0,Calexico,California,2013,8,Train,0.0
2603.0,Naco,Arizona,2013,10,Pedestrian,8374.0
2506.0,Otay Mesa,California,2013,11,Bus,14531.0
2309.0,Progreso,Texas,2013,9,Pedestrian,40565.0
2602.0,Lukeville,Arizona,2013,12,Pedestrian,5035.0
2505.0,Tecate,California,2013,10,Train,0.0
2404.0,Tornillo,Texas,2013,12,Pedestrian,6249.0
2406.0,Columbus,New Mexico,2013,9,Pedestrian,28778.0
2503.0,Calexico,California,2013,6,Bus,0.0
2504.0,San Ysidro,California,2013,7,Bus,57066.0
2603.0,Naco,Arizona,2013,9,Train,0.0
2602.0,Lukeville,Arizona,2013,12,Truck,3.0
2406.0,Columbus,New Mexico,2013,6,Train,0.0
2505.0,Tecate,California,2013,11,Bus,424.0
2606.0,Sasabe,Arizona,2013,6,Train,0.0
2602.0,Lukeville,Arizona,2013,10,Train,0.0
2403.0,Presidio,Texas,2013,9,Pedestrian,5153.0
2303.0,Eagle Pass,Texas,2013,7,Truck,9971.0
2408.0,Santa Teresa,New Mexico,2013,7,Bus,335.0
2309.0,Progreso,Texas,2013,10,Truck,3024.0
2505.0,Tecate,California,2013,10,Personal Vehicle,121058.0
2305.0,Hidalgo,Texas,2013,12,Train,0.0
2507.0,Calexico East,California,2013,10,Bus,10600.0
2601.0,Douglas,Arizona,2013,10,Train,0.0
2408.0,Santa Teresa,New Mexico,2013,10,Personal Vehicle,75488.0
2606.0,Sasabe,Arizona,2013,11,Train,0.0
2310.0,Roma,Texas,2013,6,Train,0.0
2302.0,Del Rio,Texas,2013,8,Truck,5997.0
2302.0,Del Rio,Texas,2013,5,Pedestrian,8368.0
2307.0,Rio Grande City,Texas,2013,6,Pedestrian,4409.0
2403.0,Presidio,Texas,2013,8,Truck,750.0
